# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "/home/edu/mapping/Ath_TAIR10_genome/Arabidopsis_thaliana.TAIR10.52.gtf" "-o" "2022_03_04_feature_counts_gene_hisat2.txt" "-t" "gene" "-g" "gene_id" "-O" "-T" "4" "GFP-BRC1-2_hisat2_sorted.bam" "GFP-BRC1-4_hisat2_sorted.bam" "GFP-BRC1-5_hisat2_sorted.bam" "brc1-2-12_hisat2_sorted.bam" "brc1-2-6_hisat2_sorted.bam" "brc1-2-7_hisat2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	GFP-BRC1-2_hisat2_sorted.bam	GFP-BRC1-4_hisat2_sorted.bam	GFP-BRC1-5_hisat2_sorted.bam	brc1-2-12_hisat2_sorted.bam	brc1-2-6_hisat2_sorted.bam	brc1-2-7_hisat2_sorted.bam
AT4G08775	4	16037779	16038165	+	387	22	4	26	26	34	20
AT4G33250	4	16038651	16040808	-	2158	6282	6066	8691	5470	8244	5175
AT4G33260	4	16041006	16043549	-	2544	1001	679	933	538	1219	863
AT4G33270	4	16044169	16046937	-	2769	1841	1522	1774	1015	2184	1706
AT4G33280	4	16047134	16049390	-	2257	61	54	73	49	119	52
AT4G33290	4	16049573	16050865	+	1293	16	7	19	15	22	12
AT4G33300	4	16050456	16056526	-	6071	2729	2434	4321	4215	3848	2645
AT4G08785	4	16054583	16056611	+	2029	214	168	286	340	321	234
AT4G33310	4	16056156	16056416	+	261	158	121	218	231	217	175
AT4G33320	4	16057038	16057916	-	879	0	0	0	0	1	0
AT4G33330	4	16059754	16063251	-	3498	65	43	91	119	188	74
AT4G33350	4	16064437	16066897	-	2461	2148	2079	3036	2332	2940	1930
AT4G33355	4	16066987	16067820	+	834	43	42	83	64	84	51
AT4G33360	4	16067672	16069374	-	1703	2146	1962	3134	2792	3551	2057
AT4G33370	4	16069669	16071405	-	1737	3	2	2	2	2	2
AT4G33380	4	16071740	16074994	+	3255	2290	2146	3117	2547	3782	2161
AT4G33390	4	16075091	16077876	+	2786	5	4	6	0	4	2
AT4G33400	4	16077898	16080721	-	2824	1245	1160	1542	885	1501	962
AT4G33410	4	16080760	16083398	+	2639	796	727	1090	666	956	594
AT4G33420	4	16084713	16086388	+	1676	1345	1228	2203	1225	2361	1140
AT4G33430	4	16086311	16090832	-	4522	2961	2999	5015	4466	4200	2932
AT4G33440	4	16091535	16094965	+	3431	450	386	587	299	562	322
AT4G33450	4	16095392	16096774	-	1383	14	23	31	29	49	29
AT4G33460	4	16098070	16100440	-	2371	683	608	982	723	977	626
AT4G33465	4	16100709	16101951	+	1243	26	21	42	52	64	13
AT4G33467	4	16101460	16102220	-	761	39	39	69	90	117	17
AT4G33470	4	16102595	16105550	-	2956	821	795	1171	1143	1168	834
AT4G33480	4	16105570	16108646	-	3077	1825	1694	2455	1874	2280	1629
AT4G33490	4	16108643	16110877	-	2235	721	712	993	884	1097	843
AT4G33495	4	16110712	16112604	-	1893	736	726	1125	799	1137	739
AT4G33500	4	16112624	16116383	-	3760	1874	1570	2548	2517	2865	1789
AT4G33510	4	16116371	16118825	+	2455	5674	5495	8861	7760	9110	5706
AT4G33520	4	16118830	16126151	+	7322	3110	3010	4615	2991	3703	2352
AT4G33530	4	16126179	16130608	-	4430	3486	2839	5046	3198	3721	2277
AT4G33540	4	16130593	16133969	+	3377	3105	3588	5312	3608	3224	1905
AT4G33550	4	16134366	16135134	+	769	388	376	357	146	2466	246
AT4G33560	4	16135157	16135921	+	765	173	202	232	236	244	288
AT4G33565	4	16136749	16138287	+	1539	420	453	865	1085	959	613
AT4G33580	4	16138251	16141624	+	3374	3314	3039	4441	2414	3701	2148
AT4G33585	4	16141535	16142345	-	811	31	41	54	27	33	28
AT4G33590	4	16142497	16144024	-	1528	1	0	1	5	14	4
AT4G33600	4	16144391	16145903	-	1513	0	1	0	1	0	0
AT4G33610	4	16146227	16147073	+	847	116	70	164	351	270	218
AT4G33620	4	16147594	16152956	+	5363	361	307	462	348	478	253
AT4G33625	4	16152908	16154742	-	1835	2292	2249	3674	4319	4712	2866
AT4G33630	4	16155292	16159578	+	4287	2009	1796	2726	2184	2808	1863
AT4G08795	4	16157209	16157554	-	346	328	294	421	356	471	297
AT4G33640	4	16159548	16160489	-	942	1238	1195	1672	1337	1710	1035
AT4G08805	4	16159913	16160152	+	240	382	313	498	394	490	296
AT4G33650	4	16160824	16166994	+	6171	2293	1868	3221	2301	3021	1810
AT4G33660	4	16167257	16168711	-	1455	170	168	200	121	206	127
AT4G33666	4	16169048	16169535	+	488	478	404	603	336	323	165
AT4G08815	4	16169218	16169439	-	222	384	308	484	254	239	112
AT4G33670	4	16169523	16171631	-	2109	1778	1885	2620	2159	2451	1656
AT4G08825	4	16169999	16170525	+	527	198	231	318	252	283	208
AT4G33680	4	16171681	16174723	-	3043	7569	6968	10086	6794	9243	6378
AT4G33690	4	16174756	16176328	+	1573	311	315	461	340	435	275
AT4G33700	4	16176232	16179481	-	3250	1413	1474	2176	1575	2160	1278
AT4G33710	4	16181012	16181776	+	765	0	0	0	0	0	0
AT4G33720	4	16182743	16183619	+	877	45	56	43	159	36	85
AT4G33730	4	16185044	16185654	+	611	2	3	13	59	172	38
AT4G33735	4	16185689	16185709	+	21	0	0	1	1	3	0
AT4G33740	4	16186791	16189123	+	2333	2186	2138	3562	2348	2792	1743
AT4G33760	4	16189144	16193318	-	4175	2621	2401	3523	2469	3263	2258
AT4G33770	4	16193373	16196642	-	3270	236	179	283	315	549	267
AT4G08835	4	16200215	16201007	+	793	6	3	5	10	10	5
AT4G08845	4	16200363	16200806	-	444	3	3	4	5	4	2
AT4G33780	4	16201661	16203652	-	1992	848	889	1303	1043	1463	822
AT4G33790	4	16204096	16207956	-	3861	18	14	18	154	235	91
AT4G33800	4	16209988	16211426	-	1439	26	25	25	21	54	25
AT4G33810	4	16213174	16216310	-	3137	174	129	220	146	253	142
AT4G08855	4	16216410	16216802	-	393	0	0	0	0	0	0
AT4G33820	4	16217004	16219525	-	2522	4	4	7	13	16	13
AT4G33830	4	16220189	16222681	-	2493	0	0	0	0	0	0
AT4G33840	4	16223501	16226153	-	2653	1	2	3	1	0	3
AT4G33860	4	16229908	16232365	-	2458	1	0	0	1	2	2
AT4G33865	4	16233045	16234273	-	1229	8547	8764	11126	7248	11595	6936
AT4G33870	4	16234519	16236492	-	1974	21	13	22	8	16	12
AT4G33880	4	16239363	16241169	-	1807	8	3	8	131	281	101
AT4G33885	4	16248595	16249085	+	491	7	2	0	2	4	0
AT4G33890	4	16249614	16251383	+	1770	859	836	1342	932	1138	678
AT4G33900	4	16251572	16252711	-	1140	0	0	0	0	0	0
AT4G33905	4	16253752	16255760	-	2009	148	184	206	25	93	42
AT4G33910	4	16256694	16258974	-	2281	1074	1002	1720	1135	1324	757
AT4G33920	4	16260481	16263054	+	2574	1801	1754	2946	2293	2119	1354
AT4G33925	4	16263036	16264226	+	1191	68	66	83	65	67	61
AT4G33930	4	16264269	16265420	-	1152	29	56	92	104	38	13
AT4G33940	4	16266003	16267884	+	1882	574	660	1004	811	834	536
AT4G33945	4	16267884	16270925	+	3042	1172	1140	1682	1274	1720	998
AT4G33950	4	16271745	16274825	+	3081	499	538	839	902	955	549
AT4G33960	4	16277282	16277896	+	615	166	144	207	215	293	215
AT4G33970	4	16278941	16282048	-	3108	35	29	58	42	51	28
AT4G33980	4	16282281	16285229	-	2949	984	1052	1648	1760	1682	1060
AT4G08865	4	16286651	16286887	+	237	0	0	0	0	0	0
AT4G33985	4	16288112	16288971	-	860	134	222	289	325	390	229
AT4G33990	4	16289623	16292916	-	3294	297	229	402	269	411	237
AT4G34000	4	16295334	16298285	+	2952	3564	3170	5629	1088	1489	844
AT4G34020	4	16298262	16300999	-	2738	1475	1328	1921	1595	2174	1495
AT4G34030	4	16301027	16304099	+	3073	1768	1629	2467	2149	2494	1624
AT4G34035	4	16304124	16304196	+	73	0	1	0	0	0	0
AT4G34040	4	16304215	16308801	-	4587	1770	1462	2348	1771	2223	1352
AT4G34050	4	16310409	16312308	+	1900	23704	22462	37063	20900	29287	15407
AT4G34060	4	16313366	16319426	+	6061	91	59	137	86	104	57
AT4G08885	4	16319979	16320440	-	462	0	0	0	0	0	0
AT4G08915	4	16321985	16322256	+	272	2	1	3	1	4	2
AT4G34070	4	16323084	16325295	-	2212	564	628	845	621	909	522
AT4G34071	4	16325750	16326840	+	1091	2	2	1	2	1	2
AT4G34090	4	16326883	16330224	-	3342	1345	1299	1909	1630	2384	1405
AT4G34080	4	16326952	16327797	+	846	22	25	18	11	16	13
AT4G34100	4	16330366	16335247	+	4882	3670	3099	5533	5360	5617	3712
AT4G34110	4	16336291	16340314	+	4024	24100	23219	34695	25728	33088	21766
AT4G34120	4	16340907	16343118	+	2212	5040	4915	8382	8411	7262	5410
AT4G08925	4	16341960	16342266	-	307	635	633	1024	1058	871	670
AT4G34131	4	16343057	16344818	-	1762	1635	1788	2939	2660	2927	1740
AT4G08935	4	16343526	16343808	+	283	294	385	550	452	531	324
AT4G34135	4	16345150	16347434	-	2285	7167	7245	11134	5552	5077	3799
AT4G34138	4	16347997	16350203	-	2207	4132	4240	6915	6164	6487	4360
AT4G34139	4	16348104	16349118	+	1015	1936	2164	3303	2931	3112	2144
AT4G34140	4	16350462	16354434	+	3973	822	732	1160	1163	1398	806
AT4G34150	4	16354857	16357460	+	2604	1501	1933	3352	3493	2531	1645
AT4G34160	4	16357421	16359565	+	2145	1785	1487	2046	1009	2139	1288
AT4G34170	4	16368087	16369025	+	939	0	1	5	0	0	1
AT4G34180	4	16369357	16371529	-	2173	3282	3454	5950	5125	5824	3340
AT4G34190	4	16372333	16373736	-	1404	5764	5927	8611	7445	7807	4955
AT4G34200	4	16373731	16376666	-	2936	14793	15611	25900	16984	19062	13304
AT4G34210	4	16379003	16379528	+	526	6	10	19	14	11	12
AT4G34215	4	16379603	16381449	-	1847	1057	1048	1442	1190	1589	926
AT4G34220	4	16381473	16384468	-	2996	1287	1049	1653	2122	3530	1976
AT4G08955	4	16385474	16385730	+	257	0	0	0	0	1	0
AT4G34230	4	16386631	16388940	-	2310	2420	2590	4472	3024	3464	1982
AT4G34240	4	16389428	16392842	+	3415	3046	2698	4073	2390	2917	1942
AT4G34250	4	16394600	16396703	+	2104	857	793	1287	640	1123	525
AT4G34260	4	16397995	16402118	+	4124	2753	2421	3837	3214	5191	2580
AT4G34265	4	16402129	16403823	+	1695	2178	2085	3067	2044	2950	1827
AT4G34270	4	16403844	16406303	-	2460	1103	997	1483	1181	1694	968
AT4G34280	4	16406941	16410785	+	3845	865	691	1298	584	785	486
AT4G34290	4	16410791	16412385	+	1595	2860	2846	3797	2613	4464	2980
AT4G34300	4	16412773	16413715	+	943	5	11	15	2	3	2
AT4G34310	4	16413974	16419735	+	5762	760	590	1059	901	1066	647
AT4G08965	4	16420367	16420566	-	200	1	0	0	0	3	0
AT4G34320	4	16420416	16423986	+	3571	57	49	75	45	98	50
AT4G08975	4	16424445	16424672	+	228	1	1	1	0	0	0
AT4G34330	4	16424624	16425909	+	1286	2	3	4	7	2	2
AT4G34332	4	16424716	16425890	-	1175	1	3	4	7	2	2
AT4G34340	4	16426483	16428013	-	1531	288	288	395	242	429	252
AT4G34345	4	16426678	16427185	+	508	125	136	176	107	185	107
AT4G34350	4	16428407	16431144	-	2738	5669	5288	8526	7029	8105	4799
AT4G34360	4	16431916	16434045	+	2130	359	302	416	271	459	323
AT4G34370	4	16434280	16437415	+	3136	913	745	1195	1049	1288	775
AT4G34380	4	16438469	16440641	+	2173	42	42	74	14	28	19
AT4G34390	4	16441086	16445017	+	3932	1057	1160	2077	1833	1407	953
AT4G34400	4	16445141	16447822	+	2682	16	24	25	22	25	21
AT4G34410	4	16451876	16453260	+	1385	97	119	145	116	108	76
AT4G08985	4	16452065	16452725	-	661	1	14	16	29	2	0
AT4G34412	4	16452960	16454633	-	1674	515	485	636	385	678	344
AT4G34415	4	16454697	16454769	-	73	0	0	0	1	1	0
AT4G34419	4	16456519	16457269	+	751	11	9	12	30	68	25
AT4G34420	4	16458068	16460681	+	2614	67	60	85	55	128	80
AT4G34430	4	16460907	16465524	+	4618	1685	1387	2280	1568	2202	1379
AT4G34440	4	16465730	16469039	+	3310	0	4	7	2	6	5
AT4G09005	4	16469003	16469646	-	644	2	0	1	2	4	1
AT4G34450	4	16470736	16477021	+	6286	13971	12164	19652	15180	18309	11668
AT4G34460	4	16477031	16479620	-	2590	2199	2095	3192	2573	3074	1956
AT4G34470	4	16480008	16480616	-	609	2	0	1	0	0	0
AT4G34480	4	16480887	16484231	-	3345	907	756	1245	1048	1187	704
AT4G34490	4	16484470	16487574	-	3105	4667	4429	6992	2793	3972	2390
AT4G34500	4	16487703	16491054	-	3352	732	670	979	680	924	619
AT4G34510	4	16491692	16493762	+	2071	55	48	41	58	106	85
AT4G34520	4	16494205	16495842	+	1638	0	0	0	0	0	0
AT4G34530	4	16498391	16500174	+	1784	549	463	648	529	1040	535
AT4G34540	4	16498391	16502174	+	3784	1036	955	1366	915	1469	811
AT4G34550	4	16502532	16504254	+	1723	32	25	26	15	25	24
AT4G34555	4	16504230	16505483	-	1254	1443	1575	2205	1113	1833	1181
AT4G34560	4	16507616	16508824	+	1209	394	411	533	392	917	463
AT4G34570	4	16510933	16514372	-	3440	1043	874	1335	907	1455	910
AT4G34580	4	16515102	16518746	+	3645	206	166	293	491	1004	399
AT4G34590	4	16521861	16523230	+	1370	4547	4429	6644	2641	2704	1619
AT4G34600	4	16529058	16530228	+	1171	564	552	772	625	1357	526
AT4G34610	4	16530346	16533362	-	3017	1838	1610	2687	876	1557	827
AT4G34620	4	16534855	16536224	-	1370	13877	14608	18610	14430	18568	11598
AT4G34630	4	16536661	16537964	-	1304	471	519	596	698	729	468
AT4G34640	4	16538189	16542024	+	3836	3523	3144	4784	3687	4872	2954
AT4G34650	4	16542242	16545194	+	2953	657	533	963	147	261	156
AT4G34660	4	16545190	16548494	-	3305	1146	1053	1681	1301	1595	1002
AT4G34670	4	16548600	16550549	+	1950	22778	22417	31122	18360	31982	19289
AT4G34680	4	16553145	16554872	+	1728	325	288	496	407	640	335
AT4G34690	4	16555463	16556097	-	635	0	0	0	0	0	0
AT4G34695	4	16556623	16556695	+	73	0	0	0	0	0	0
AT4G34700	4	16556738	16559034	+	2297	4825	4945	6563	5119	7440	4549
AT4G34710	4	16560030	16563044	-	3015	39522	45007	81211	57584	42007	26950
AT4G09015	4	16565261	16565533	+	273	0	0	0	0	0	0
AT4G34720	4	16567792	16569334	-	1543	4731	4942	7276	6070	7341	4352
AT4G34730	4	16569368	16573955	-	4588	1501	1521	1873	1473	2307	1395
AT4G34740	4	16574544	16576753	-	2210	3112	2586	4573	3015	4058	2992
AT4G34750	4	16577180	16578452	+	1273	406	382	477	479	845	417
AT4G34760	4	16582183	16583075	-	893	750	664	918	493	906	395
AT4G09025	4	16584209	16584476	+	268	0	0	0	0	0	0
AT4G09045	4	16588865	16589338	+	474	0	0	0	0	0	0
AT4G09055	4	16589031	16589271	-	241	0	0	0	0	0	0
AT4G34770	4	16591179	16591910	+	732	98	60	89	94	231	131
AT4G34780	4	16592321	16592747	-	427	1	0	1	0	2	0
AT4G34790	4	16594362	16595153	+	792	58	59	113	125	198	107
AT4G34800	4	16596640	16597368	+	729	79	54	93	117	185	74
AT4G34810	4	16598958	16599568	+	611	40	26	69	143	253	161
AT4G34830	4	16599597	16606135	-	6539	3516	2495	4860	4590	5459	3738
AT4G34840	4	16606215	16608292	+	2078	418	349	523	408	509	346
AT4G34850	4	16608204	16609829	+	1626	10	14	18	18	18	7
AT4G34860	4	16609746	16612907	-	3162	547	528	771	549	933	509
AT4G34870	4	16614204	16615313	+	1110	24341	25153	33324	23655	37960	23937
AT4G34880	4	16615391	16617586	+	2196	51	51	72	98	138	43
AT4G34881	4	16617608	16618573	+	966	31	37	42	46	69	42
AT4G34890	4	16618573	16625191	-	6619	2773	2057	4000	3812	3693	2190
AT4G34900	4	16625517	16631370	-	5854	886	690	1034	1309	1992	1193
AT4G34910	4	16631440	16635149	+	3710	1867	1736	2849	1489	2473	1486
AT4G34920	4	16635504	16636983	+	1480	1268	1142	1992	2147	2425	1270
AT4G34930	4	16637322	16638962	+	1641	92	95	170	165	143	86
AT4G34940	4	16639526	16641950	+	2425	2	0	3	3	6	2
AT4G34950	4	16642142	16644928	-	2787	4900	3684	7554	10510	7907	5591
AT4G34960	4	16648528	16651029	+	2502	905	860	1215	1019	1378	902
AT4G34970	4	16653704	16654955	+	1252	70	55	72	50	157	59
AT4G34975	4	16655286	16655359	+	74	0	0	0	0	0	0
AT4G34980	4	16656622	16659486	-	2865	2006	1760	2633	2224	3495	2206
AT4G34990	4	16661101	16662549	-	1449	118	126	194	190	246	111
AT4G35000	4	16664724	16667721	-	2998	5915	5942	8866	6093	8152	4698
AT4G35010	4	16667837	16672188	-	4352	6	5	5	6	6	7
AT4G35020	4	16672192	16674789	+	2598	782	796	1038	650	1005	624
AT4G35030	4	16675377	16678206	+	2830	173	123	237	516	588	343
AT4G35025	4	16675528	16675749	-	222	4	4	2	2	7	5
AT4G35040	4	16680209	16682881	+	2673	1403	1356	2089	1874	2400	1579
AT4G35050	4	16682580	16684928	-	2349	1320	1221	1743	1105	1707	1140
AT4G35060	4	16685612	16686818	-	1207	321	319	524	701	918	400
AT4G35070	4	16694044	16695711	+	1668	109	114	130	105	167	112
AT4G35080	4	16698267	16700406	+	2140	1708	1523	2449	1688	2419	1494
AT4G35090	4	16700312	16703504	-	3193	8001	6109	11041	11949	13949	7021
AT4G09065	4	16704159	16704620	+	462	0	0	0	0	0	0
AT4G09075	4	16706089	16706300	-	212	0	0	0	0	0	0
AT4G09085	4	16706277	16706486	+	210	0	0	0	0	0	0
AT4G35100	4	16708361	16710407	+	2047	17799	16077	23045	13192	28469	13299
AT4G35110	4	16712280	16715114	-	2835	390	436	630	394	426	249
AT4G35120	4	16716806	16718017	+	1212	1	0	1	0	0	0
AT4G09105	4	16720175	16720536	+	362	5	7	6	5	0	4
AT4G35130	4	16720944	16723665	-	2722	273	198	371	280	345	221
AT4G35140	4	16723683	16726636	-	2954	564	542	836	523	659	393
AT4G35150	4	16726948	16728531	-	1584	0	0	1	1	0	1
AT4G35160	4	16730703	16732923	-	2221	392	316	603	417	1057	481
AT4G35165	4	16735123	16735883	+	761	0	3	1	3	0	0
AT4G35170	4	16736757	16738437	+	1681	1	2	0	0	8	4
AT4G35180	4	16737835	16740601	-	2767	41	41	77	332	242	304
AT4G09115	4	16742149	16742359	+	211	0	0	0	0	0	0
AT4G09125	4	16744983	16745191	-	209	0	0	0	0	0	0
AT4G35190	4	16746189	16748455	+	2267	19	16	18	29	74	34
AT4G35200	4	16749062	16749964	-	903	11	12	10	26	86	30
AT4G35210	4	16751224	16752239	+	1016	1	0	0	6	33	6
AT4G35220	4	16752571	16754478	+	1908	978	1027	1533	1343	1678	990
AT4G09135	4	16754837	16754931	+	95	0	2	0	0	0	0
AT4G35230	4	16755092	16758358	-	3267	2363	2369	3561	2924	3301	1935
AT4G35240	4	16760937	16767087	-	6151	750	770	1137	774	925	641
AT4G35250	4	16771073	16773456	-	2384	2441	2301	3805	3338	3208	1950
AT4G35260	4	16774142	16776371	-	2230	4353	4268	6746	5742	7221	4209
AT4G35270	4	16777264	16782054	-	4791	377	268	470	496	795	375
AT4G35280	4	16787280	16788283	-	1004	0	0	0	0	0	0
AT4G35290	4	16789531	16793685	+	4155	117	72	146	97	213	93
AT4G35295	4	16795333	16796223	+	891	25	25	47	38	43	26
AT4G35300	4	16795775	16799823	-	4049	2725	2310	3693	2116	3571	1991
AT4G09145	4	16799635	16799966	+	332	12	11	20	16	18	13
AT4G35310	4	16801605	16805005	+	3401	4015	4013	6481	6559	6700	4403
AT4G35320	4	16805869	16806830	-	962	889	806	1133	696	966	548
AT4G35335	4	16807265	16810216	+	2952	890	750	1236	901	1241	755
AT4G35350	4	16810482	16812077	+	1596	1279	1009	1686	1301	2030	1171
AT4G35360	4	16812076	16814926	-	2851	1601	1402	2195	1727	2090	1321
AT4G35370	4	16815138	16817544	+	2407	8	2	12	3	7	3
AT4G35375	4	16817888	16818733	+	846	1	1	1	1	0	0
AT4G35380	4	16819792	16826147	+	6356	412	290	635	869	1016	602
AT4G35390	4	16829326	16830692	+	1367	64	73	103	48	95	50
AT4G35410	4	16832339	16834002	+	1664	488	529	746	597	733	469
AT4G35420	4	16833933	16835619	-	1687	194	174	221	303	331	239
AT4G35440	4	16835986	16839375	-	3390	469	387	500	444	461	529
AT4G35430	4	16835989	16836421	-	433	82	64	94	73	73	96
AT4G35450	4	16839526	16842173	+	2648	9193	9280	13460	10796	13218	8679
AT4G35460	4	16842174	16844359	+	2186	1273	1223	1719	1217	1702	1082
AT4G35470	4	16846138	16849183	+	3046	1336	1149	2058	1485	1783	1059
AT4G35480	4	16851972	16853035	-	1064	188	212	350	322	290	239
AT4G35485	4	16852486	16852981	+	496	124	131	247	225	183	146
AT4G09155	4	16853866	16854125	+	260	0	0	0	0	0	0
AT4G35490	4	16855825	16856936	+	1112	2259	2379	3386	2273	2998	2018
AT4G35500	4	16857030	16859620	+	2591	765	768	1159	385	555	309
AT4G35510	4	16860452	16862420	-	1969	679	599	1110	875	997	615
AT4G35519	4	16865248	16865370	-	123	4	0	5	1	2	1
AT4G35520	4	16865304	16871527	+	6224	267	192	370	149	225	151
AT4G35530	4	16871734	16873722	-	1989	441	387	584	442	673	404
AT4G09165	4	16873770	16874114	-	345	29	27	42	38	53	29
AT4G35540	4	16873835	16875598	+	1764	233	211	341	238	362	206
AT4G35550	4	16875521	16877451	-	1931	583	569	823	407	636	365
AT4G09175	4	16879231	16879842	+	612	1	0	0	0	0	0
AT4G09185	4	16880262	16880502	-	241	0	0	0	0	0	0
AT4G09195	4	16880340	16880538	+	199	0	0	0	0	0	0
AT4G35560	4	16881336	16887083	+	5748	1329	1026	1622	731	915	541
AT4G35570	4	16887131	16888371	-	1241	2122	2150	2798	1803	3382	2021
AT4G35580	4	16888386	16890877	-	2492	1179	1256	1861	1443	1922	1062
AT4G35590	4	16892909	16895105	+	2197	27	31	45	27	29	21
AT4G35600	4	16896153	16898933	+	2781	758	772	1277	750	871	520
AT4G35610	4	16899256	16900268	-	1013	0	0	0	0	0	0
AT4G35620	4	16901596	16904001	+	2406	459	400	459	379	616	405
AT4G35630	4	16904059	16905722	+	1664	5907	8045	13790	12680	8574	5747
AT4G09225	4	16904487	16904812	-	326	1690	2176	3891	3628	2415	1595
AT4G35640	4	16905579	16908357	-	2779	82	89	104	82	150	87
AT4G35650	4	16908497	16910208	+	1712	3	1	0	4	9	2
AT4G35655	4	16910494	16911160	+	667	0	7	4	6	1	0
AT4G35660	4	16912509	16913704	+	1196	6	8	19	13	22	4
AT4G09235	4	16914027	16914520	+	494	0	0	0	0	0	0
AT4G35670	4	16914599	16917367	+	2769	0	1	0	3	0	0
AT4G35680	4	16917892	16918897	+	1006	2	0	1	0	9	0
AT4G35685	4	16919003	16920008	+	1006	66	47	68	50	58	44
AT4G35690	4	16921800	16922963	+	1164	5	2	2	0	4	1
AT4G35700	4	16923319	16924334	+	1016	0	0	1	0	0	0
AT4G35710	4	16925301	16926152	+	852	0	1	0	0	1	0
AT4G35720	4	16927730	16929224	+	1495	132	151	122	121	182	120
AT4G35725	4	16929905	16930560	-	656	0	0	0	0	0	0
AT4G35730	4	16931003	16933499	+	2497	953	824	976	681	1184	852
AT4G35733	4	16934236	16935502	+	1267	0	0	0	0	0	0
AT4G35740	4	16935988	16940372	+	4385	463	405	582	405	666	342
AT4G35750	4	16940462	16942060	-	1599	1944	1822	2745	4052	6649	2743
AT4G35760	4	16942031	16944677	-	2647	1265	1180	1777	1812	2001	1328
AT4G35770	4	16944878	16946266	+	1389	260	262	355	1230	818	388
AT4G35780	4	16946369	16950620	-	4252	1996	1630	3033	1108	1168	711
AT4G35783	4	16952406	16952947	+	542	26	20	35	22	42	17
AT4G35785	4	16952963	16955342	-	2380	1884	1901	2556	1780	2661	1594
AT4G35790	4	16955415	16960407	-	4993	5093	4506	7754	5571	6109	4023
AT4G35800	4	16960558	16968128	-	7571	6681	4297	9654	7643	7637	5280
AT4G35810	4	16968755	16970667	+	1913	105	89	82	13	122	97
AT4G35820	4	16971221	16972429	+	1209	0	1	1	2	0	0
AT4G35830	4	16972569	16978161	-	5593	21687	19438	35202	34443	30137	20291
AT4G35840	4	16980712	16982550	+	1839	360	321	469	421	538	304
AT4G35850	4	16983525	16986967	+	3443	4016	3514	5376	3396	5663	3430
AT4G35860	4	16986840	16989047	-	2208	1370	1354	2118	1762	2022	1172
AT4G35870	4	16990094	16992963	+	2870	461	370	653	529	609	355
AT4G35880	4	16993062	16995821	+	2760	873	701	1179	786	1143	745
AT4G35890	4	16997091	17000896	+	3806	3362	2795	4847	3524	4394	2789
AT4G35900	4	17004382	17006462	+	2081	102	97	146	110	156	99
AT4G35905	4	17006641	17008266	-	1626	314	333	436	281	492	308
AT4G35910	4	17008388	17011642	-	3255	793	678	1115	670	972	586
AT4G35920	4	17011788	17015493	-	3706	2564	2104	3323	1631	2533	1479
AT4G35930	4	17018929	17021112	+	2184	504	464	686	616	812	470
AT4G35940	4	17021380	17024108	+	2729	686	656	1041	654	938	519
AT4G35950	4	17023837	17025866	-	2030	1095	969	1348	955	1632	958
AT4G09240	4	17026947	17027678	-	732	5	13	9	9	16	9
AT4G35970	4	17028586	17030558	+	1973	165	141	175	114	259	153
AT4G35980	4	17030483	17031802	-	1320	580	571	786	524	836	513
AT4G35985	4	17031945	17034244	-	2300	164	194	393	515	365	184
AT4G35987	4	17034959	17037322	+	2364	410	377	568	459	603	360
AT4G36000	4	17037385	17038955	-	1571	26	26	30	43	66	29
AT4G36010	4	17039063	17041326	-	2264	406	573	877	1495	1255	618
AT4G36020	4	17042769	17044599	-	1831	2509	2415	3818	2432	3393	2168
AT4G36030	4	17044875	17047315	-	2441	396	400	657	730	741	420
AT4G36032	4	17044958	17047346	+	2389	396	400	656	729	741	420
AT4G36040	4	17049152	17050608	-	1457	1015	861	1455	2891	4214	1732
AT4G36050	4	17051911	17055192	-	3282	275	235	354	300	358	307
AT4G36052	4	17052347	17053499	+	1153	156	138	186	162	185	152
AT4G36060	4	17055226	17056782	+	1557	47	45	56	66	88	57
AT4G36070	4	17056587	17059706	-	3120	10	7	6	17	6	6
AT4G36080	4	17059779	17078039	-	18261	2594	1547	3229	2110	2815	1830
AT4G36090	4	17078114	17080789	-	2676	838	738	1286	885	1089	645
AT4G36100	4	17082509	17083605	+	1097	1	0	1	0	0	0
AT4G36105	4	17083841	17085184	+	1344	8	9	9	12	7	7
AT4G36110	4	17089934	17090873	+	940	15	15	18	33	41	26
AT4G36120	4	17093074	17097301	-	4228	218	184	275	211	365	209
AT4G36130	4	17097405	17098906	+	1502	11803	11545	16059	8945	16104	9868
AT4G36140	4	17098612	17104576	-	5965	1981	1947	2760	1876	3045	1842
AT4G36150	4	17104542	17108825	+	4284	188	134	219	235	331	211
AT4G36160	4	17110645	17114141	-	3497	92	79	111	68	75	49
AT4G36170	4	17113872	17119834	+	5963	15	8	11	11	8	4
AT4G36180	4	17119973	17123855	-	3883	1580	1198	1768	1365	2188	1528
AT4G36190	4	17123966	17127018	+	3053	1032	870	1415	1235	1659	1016
AT4G36195	4	17126932	17130023	+	3092	2254	2044	3182	2544	3247	1959
AT4G36197	4	17130052	17130124	+	73	0	0	0	1	0	0
AT4G36210	4	17130246	17134656	+	4411	2582	2225	3657	2602	3169	1845
AT4G09265	4	17135582	17136032	+	451	0	0	0	0	1	0
AT4G36220	4	17137313	17139777	-	2465	2551	2510	4107	4046	4779	3004
